timestamp,lat,lon,alt,climb_rate,vn,ve,vup,roll_deg,pitch_deg,yaw_deg,p_rads,q_rads,r_rads,ax_body,ay_body,az_body,ax_world,ay_world,az_world,u1_pwm,u2_pwm,u3_pwm,u4_pwm,thrust_total_N,battery_pct,wind_speed_mps,wind_heading_deg
36.172,-0.0002107,0.0001979,8.1259,-0.0146,-2.9427,-3.3898,-0.0146,-13.232,1.856,255.457,-0.78865,1.01632,0.19596,-0.336,0.1613,-19.821,-1.8782,1.1578,0.1532,0.6529,0.5546,0.5724,0.7006,9.9223,92.03,0.0,45.0
36.176,-0.0002109,0.0001977,8.1258,-0.0153,-2.9502,-3.3851,-0.0153,-13.398,2.093,255.447,-0.72071,1.01675,0.19677,-0.3247,0.1609,-19.7816,-1.8935,1.1907,0.1834,0.6851,0.525,0.5401,0.7261,9.9052,92.03,0.0,45.0
36.18,-0.000211,0.0001976,8.1257,-0.0158,-2.9579,-3.3801,-0.0158,-13.544,2.33,255.437,-0.63812,1.01805,0.1973,-0.3246,0.1583,-19.9413,-1.9277,1.2442,0.1115,0.7153,0.5139,0.5218,0.7445,9.9817,92.03,0.0,45.0
36.184,-0.0002111,0.0001975,8.1257,-0.0158,-2.9658,-3.3749,-0.0158,-13.669,2.568,255.427,-0.54198,1.01836,0.1987,-0.3264,0.1644,-20.1418,-1.9531,1.2988,0.0228,0.7233,0.4889,0.5239,0.785,10.0841,92.03,0.0,45.0
36.188,-0.0002112,0.0001974,8.1256,-0.016,-2.9736,-3.3695,-0.016,-13.769,2.805,255.416,-0.43419,1.01711,0.19904,-0.3264,0.1686,-20.1241,-1.9538,1.3409,0.0352,0.754,0.493,0.4876,0.7836,10.073,92.03,0.0,45.0
36.192,-0.0002113,0.0001973,8.1256,-0.0158,-2.9815,-3.3639,-0.0158,-13.846,3.042,255.405,-0.3347,1.01665,0.2003,-0.3296,0.1624,-20.2991,-1.9807,1.398,-0.0429,0.7337,0.4924,0.5207,0.793,10.159,92.02,0.0,45.0
36.196,-0.0002114,0.0001971,8.1255,-0.0158,-2.9894,-3.3582,-0.0158,-13.903,3.279,255.394,-0.24303,1.01554,0.20151,-0.3281,0.1601,-20.2534,-1.9771,1.4366,-0.0141,0.7221,0.5031,0.5278,0.7811,10.1364,92.02,0.0,45.0
36.2,-0.0002115,0.000197,8.1254,-0.016,-2.9972,-3.3523,-0.016,-13.939,3.517,255.384,-0.15636,1.01676,0.20253,-0.3281,0.1631,-20.124,-1.9559,1.4695,0.0523,0.7176,0.5059,0.5302,0.764,10.071,92.02,0.0,45.0
36.204,-0.0002116,0.0001969,8.1254,-0.0158,-3.0051,-3.3462,-0.0158,-13.957,3.754,255.373,-0.07518,1.01627,0.20314,-0.3289,0.1763,-20.3334,-1.9583,1.5201,-0.0467,0.7215,0.5294,0.535,0.7582,10.1765,92.02,0.0,45.0
36.208,-0.0002117,0.0001968,8.1253,-0.0158,-3.0129,-3.34,-0.0158,-13.958,3.991,255.362,0.0002,1.01665,0.20413,-0.3164,0.1638,-20.2482,-1.9538,1.5457,-0.0009,0.706,0.526,0.5477,0.7533,10.1322,92.02,0.0,45.0
36.212,-0.0002118,0.0001967,8.1252,-0.0159,-3.0206,-3.3337,-0.0159,-13.942,4.229,255.351,0.06949,1.01822,0.20503,-0.326,0.1759,-20.2011,-1.9215,1.588,0.0247,0.6995,0.5333,0.5543,0.7405,10.1101,92.02,0.0,45.0
36.216,-0.0002119,0.0001965,8.1252,-0.0164,-3.0281,-3.3273,-0.0164,-13.912,4.467,255.341,0.13423,1.01848,0.20564,-0.3212,0.1776,-19.9652,-1.8807,1.6059,0.1397,0.6891,0.5383,0.5464,0.7238,9.9905,92.02,0.0,45.0
36.22,-0.000212,0.0001964,8.1251,-0.0169,-3.0356,-3.3207,-0.0169,-13.869,4.705,255.33,0.19337,1.0179,0.20669,-0.3274,0.1768,-20.0087,-1.8674,1.6528,0.1202,0.6741,0.5406,0.5614,0.7264,10.0101,92.02,0.0,45.0
36.224,-0.0002122,0.0001963,8.125,-0.0173,-3.043,-3.3139,-0.0173,-13.813,4.943,255.321,0.24827,1.01845,0.20761,-0.3276,0.173,-20.0454,-1.8551,1.6936,0.1052,0.6735,0.5481,0.5671,0.7181,10.0276,92.02,0.0,45.0
36.228,-0.0002123,0.0001962,8.125,-0.0178,-3.0503,-3.307,-0.0178,-13.745,5.181,255.311,0.30126,1.01995,0.20857,-0.322,0.1784,-20.0283,-1.8277,1.7223,0.1145,0.671,0.5482,0.5714,0.7143,10.0197,92.02,0.0,45.0
36.232,-0.0002124,0.0001961,8.1249,-0.0185,-3.0575,-3.3,-0.0185,-13.665,5.42,255.302,0.35083,1.01914,0.2095,-0.3198,0.1728,-19.9048,-1.7971,1.7482,0.1779,0.6601,0.5522,0.5686,0.7087,9.9584,92.02,0.0,45.0
36.236,-0.0002125,0.0001959,8.1248,-0.0195,-3.0645,-3.2929,-0.0195,-13.575,5.658,255.294,0.39669,1.01954,0.21073,-0.3244,0.1791,-19.7384,-1.7483,1.7744,0.2573,0.6463,0.5454,0.5748,0.7018,9.8733,92.01,0.0,45.0
36.24,-0.0002126,0.0001958,8.1247,-0.0201,-3.0715,-3.2856,-0.0201,-13.475,5.896,255.286,0.43782,1.01837,0.21199,-0.3266,0.1758,-20.0018,-1.7506,1.8325,0.1327,0.6456,0.5613,0.5877,0.7066,10.005,92.01,0.0,45.0
36.244,-0.0002127,0.0001957,8.1247,-0.0205,-3.0784,-3.2781,-0.0205,-13.367,6.135,255.279,0.47543,1.0182,0.21237,-0.3226,0.1814,-20.0368,-1.7219,1.8655,0.1128,0.6584,0.5808,0.5795,0.6861,10.0196,92.01,0.0,45.0
36.248,-0.0002128,0.0001956,8.1246,-0.0211,-3.0851,-3.2706,-0.0211,-13.251,6.373,255.273,0.51138,1.01844,0.21289,-0.3156,0.1764,-19.9743,-1.6923,1.8893,0.1454,0.6526,0.578,0.5828,0.6838,9.989,92.01,0.0,45.0
36.252,-0.0002129,0.0001955,8.1245,-0.0207,-3.0919,-3.2627,-0.0207,-13.126,6.612,255.267,0.54425,1.019,0.21376,-0.3232,0.1825,-20.5071,-1.7047,1.9739,-0.1125,0.6592,0.5923,0.61,0.7021,10.2543,92.01,0.0,45.0
36.256,-0.000213,0.0001953,8.1244,-0.0207,-3.0985,-3.2548,-0.0207,-12.995,6.85,255.262,0.57484,1.01955,0.21494,-0.3126,0.1809,-20.2289,-1.65,1.9756,0.0213,0.6423,0.5811,0.6097,0.6954,10.1139,92.01,0.0,45.0
36.26,-0.0002131,0.0001952,8.1243,-0.0214,-3.1049,-3.2468,-0.0214,-12.857,7.089,255.257,0.60445,1.02002,0.21574,-0.3247,0.1833,-19.9317,-1.5833,1.9949,0.1681,0.6379,0.58,0.595,0.6786,9.966,92.01,0.0,45.0
36.264,-0.0002133,0.0001951,8.1242,-0.0214,-3.1112,-3.2386,-0.0214,-12.713,7.328,255.253,0.63149,1.01991,0.21561,-0.316,0.1891,-20.2845,-1.5778,2.0499,-0.0045,0.6608,0.6112,0.5928,0.6706,10.1415,92.01,0.0,45.0
36.268,-0.0002134,0.000195,8.1241,-0.0208,-3.1175,-3.2301,-0.0208,-12.563,7.567,255.25,0.65765,1.01996,0.21539,-0.3213,0.1857,-20.5676,-1.5696,2.1154,-0.1418,0.6702,0.6225,0.6008,0.6763,10.2797,92.01,0.0,45.0
36.272,-0.0002135,0.0001949,8.1241,-0.0204,-3.1236,-3.2216,-0.0204,-12.408,7.806,255.248,0.67864,1.01915,0.21586,-0.3154,0.181,-20.4988,-1.5325,2.1388,-0.1082,0.6481,0.616,0.6164,0.6805,10.244,92.01,0.0,45.0
36.276,-0.0002136,0.0001948,8.124,-0.0205,-3.1295,-3.213,-0.0205,-12.247,8.044,255.246,0.70062,1.01758,0.21717,-0.3155,0.1807,-20.2328,-1.4719,2.1475,0.0231,0.6256,0.5929,0.6204,0.6891,10.1121,92.01,0.0,45.0
36.28,-0.0002137,0.0001946,8.1239,-0.0211,-3.1351,-3.2044,-0.0211,-12.082,8.283,255.246,0.72113,1.01788,0.21846,-0.3135,0.1862,-19.9619,-1.4063,2.1516,0.1546,0.618,0.5844,0.6162,0.6757,9.9769,92.01,0.0,45.0
36.284,-0.0002138,0.0001945,8.1238,-0.0213,-3.1407,-3.1955,-0.0213,-11.912,8.521,255.246,0.73946,1.01725,0.21925,-0.3168,0.1824,-20.2011,-1.3903,2.211,0.0409,0.6298,0.6044,0.6165,0.6731,10.0955,92.0,0.0,45.0
36.288,-0.0002139,0.0001944,8.1237,-0.0213,-3.1461,-3.1865,-0.0213,-11.739,8.76,255.247,0.7567,1.0181,0.22004,-0.3095,0.1833,-20.2907,-1.359,2.2455,-0.0036,0.6333,0.6067,0.6226,0.672,10.1385,92.0,0.0,45.0
36.292,-0.0002141,0.0001943,8.1236,-0.0215,-3.1513,-3.1775,-0.0215,-11.561,8.999,255.249,0.77427,1.01813,0.22114,-0.3089,0.1866,-20.1519,-1.3047,2.2628,0.0649,0.6229,0.5976,0.6222,0.6746,10.0694,92.0,0.0,45.0
36.296,-0.0002142,0.0001942,8.1236,-0.0212,-3.1565,-3.1682,-0.0212,-11.379,9.238,255.252,0.79078,1.0183,0.22215,-0.3122,0.1907,-20.4497,-1.2817,2.3274,-0.0782,0.6323,0.6098,0.6316,0.6806,10.2173,92.0,0.0,45.0
36.3,-0.0002143,0.0001941,8.1235,-0.021,-3.1614,-3.1588,-0.021,-11.194,9.477,255.257,0.8046,1.01823,0.22364,-0.3106,0.1881,-20.3959,-1.2391,2.354,-0.0528,0.6182,0.6033,0.6412,0.684,10.187,92.0,0.0,45.0
36.304,-0.0002144,0.000194,8.1234,-0.0208,-3.1662,-3.1492,-0.0208,-11.006,9.715,255.262,0.81726,1.01718,0.22524,-0.3055,0.187,-20.379,-1.1974,2.3793,-0.0403,0.6132,0.6037,0.6432,0.6852,10.1812,92.0,0.0,45.0
36.308,-0.0002145,0.0001938,8.1233,-0.021,-3.1708,-3.1397,-0.021,-10.815,9.954,255.269,0.82785,1.01734,0.22647,-0.3087,0.1904,-20.2258,-1.1402,2.3977,0.0349,0.6136,0.6067,0.6361,0.6694,10.1031,92.0,0.0,45.0
36.312,-0.0002146,0.0001937,8.1232,-0.0219,-3.175,-3.1301,-0.0219,-10.622,10.193,255.276,0.83854,1.01745,0.22761,-0.312,0.1909,-19.8103,-1.0682,2.3879,0.2386,0.6022,0.5952,0.6212,0.655,9.8946,92.0,0.0,45.0
36.316,-0.0002147,0.0001936,8.1231,-0.0226,-3.1792,-3.1204,-0.0226,-10.426,10.432,255.285,0.84935,1.01738,0.22872,-0.3055,0.1932,-19.9356,-1.0335,2.4259,0.1788,0.6065,0.5996,0.6244,0.6587,9.9565,92.0,0.0,45.0
36.32,-0.0002149,0.0001935,8.123,-0.023,-3.1832,-3.1105,-0.023,-10.227,10.67,255.295,0.85775,1.01623,0.22915,-0.3057,0.1916,-20.1318,-1.0045,2.4795,0.0857,0.6196,0.6219,0.6204,0.6513,10.0527,92.0,0.0,45.0
36.324,-0.000215,0.0001934,8.1229,-0.0236,-3.187,-3.1005,-0.0236,-10.027,10.909,255.306,0.8668,1.01474,0.23078,-0.3061,0.1933,-19.9735,-0.9494,2.4928,0.1654,0.5943,0.5959,0.6349,0.6683,9.9733,92.0,0.0,45.0
36.328,-0.0002151,0.0001933,8.1228,-0.0243,-3.1906,-3.0904,-0.0243,-9.824,11.147,255.318,0.87543,1.01478,0.23198,-0.2997,0.1868,-19.9945,-0.9149,2.5217,0.1572,0.604,0.6021,0.6306,0.6589,9.9821,91.99,0.0,45.0
36.332,-0.0002152,0.0001932,8.1227,-0.0247,-3.1941,-3.0801,-0.0247,-9.619,11.385,255.331,0.88249,1.01509,0.23377,-0.3102,0.1956,-20.1293,-0.8675,2.5761,0.0959,0.5958,0.5981,0.6474,0.6709,10.0488,91.99,0.0,45.0
36.336,-0.0002153,0.0001931,8.1226,-0.0249,-3.1974,-3.0697,-0.0249,-9.412,11.624,255.345,0.88934,1.01575,0.23502,-0.2991,0.1995,-20.2179,-0.8266,2.606,0.0544,0.6083,0.61,0.6418,0.6632,10.0928,91.99,0.0,45.0
36.34,-0.0002154,0.000193,8.1225,-0.0253,-3.2005,-3.0592,-0.0253,-9.204,11.862,255.361,0.89569,1.01585,0.23606,-0.3008,0.195,-20.1069,-0.7794,2.6259,0.1152,0.6072,0.6116,0.6346,0.6563,10.039,91.99,0.0,45.0
36.344,-0.0002155,0.0001928,8.1224,-0.0258,-3.2035,-3.0486,-0.0258,-8.993,12.1,255.378,0.9038,1.01326,0.23764,-0.2976,0.1958,-20.0862,-0.7336,2.6515,0.1263,0.5957,0.6025,0.6374,0.6709,10.0256,91.99,0.0,45.0
36.348,-0.0002157,0.0001927,8.1223,-0.0259,-3.2063,-3.0377,-0.0259,-8.781,12.338,255.396,0.90825,1.01235,0.23905,-0.2971,0.1932,-20.3437,-0.7034,2.7138,0.005,0.6041,0.616,0.6492,0.6687,10.152,91.99,0.0,45.0
36.352,-0.0002158,0.0001926,8.1222,-0.0264,-3.2089,-3.0269,-0.0264,-8.567,12.575,255.416,0.91653,1.01098,0.23973,-0.2959,0.1951,-20.0649,-0.6433,2.7089,0.1432,0.6123,0.6154,0.6222,0.6529,10.0114,91.99,0.0,45.0
36.356,-0.0002159,0.0001925,8.1221,-0.0268,-3.2112,-3.0159,-0.0268,-8.351,12.812,255.436,0.92299,1.00967,0.24024,-0.3028,0.2029,-20.1855,-0.5934,2.7583,0.0924,0.6166,0.6248,0.6256,0.6512,10.0731,91.99,0.0,45.0
36.36,-0.000216,0.0001924,8.122,-0.0275,-3.2134,-3.0048,-0.0275,-8.133,13.048,255.458,0.92906,1.00347,0.2407,-0.2987,0.1985,-19.9973,-0.545,2.762,0.187,0.6046,0.6266,0.6128,0.6504,9.9774,91.99,0.0,45.0
36.364,-0.0002161,0.0001923,8.1219,-0.0283,-3.2154,-2.9936,-0.0283,-7.914,13.281,255.481,0.93248,0.99305,0.24116,-0.2935,0.1943,-20.0282,-0.5059,2.7915,0.1761,0.5966,0.6365,0.6115,0.6533,9.9915,91.99,0.0,45.0
36.368,-0.0002162,0.0001922,8.1218,-0.029,-3.2173,-2.9824,-0.029,-7.694,13.51,255.506,0.93578,0.97745,0.24171,-0.2897,0.1998,-20.0082,-0.455,2.8129,0.1894,0.5873,0.6413,0.6059,0.6607,9.9807,91.99,0.0,45.0
36.372,-0.0002164,0.0001921,8.1217,-0.0293,-3.2189,-2.9709,-0.0293,-7.473,13.737,255.532,0.93974,0.96594,0.24239,-0.2873,0.2063,-20.2656,-0.4122,2.8711,0.0693,0.5991,0.6406,0.621,0.6664,10.1083,91.99,0.0,45.0
36.376,-0.0002165,0.000192,8.1216,-0.0302,-3.2204,-2.9594,-0.0302,-7.249,13.962,255.559,0.945,0.95489,0.24358,-0.2928,0.1953,-19.9649,-0.3657,2.8671,0.2224,0.5833,0.62,0.6188,0.6671,9.9573,91.98,0.0,45.0
36.38,-0.0002166,0.0001919,8.1214,-0.031,-3.2216,-2.9479,-0.031,-7.025,14.183,255.589,0.94733,0.94155,0.24441,-0.2835,0.1998,-19.9834,-0.3184,2.8865,0.2179,0.5833,0.6338,0.6144,0.6603,9.9674,91.98,0.0,45.0
36.384,-0.0002167,0.0001918,8.1213,-0.0319,-3.2227,-2.9362,-0.0319,-6.8,14.4,255.619,0.95058,0.92364,0.24501,-0.2863,0.1996,-19.9888,-0.2724,2.9166,0.2212,0.5825,0.6427,0.6031,0.6638,9.9686,91.98,0.0,45.0
36.388,-0.0002168,0.0001917,8.1212,-0.0326,-3.2237,-2.9244,-0.0326,-6.574,14.61,255.652,0.95218,0.8961,0.246,-0.2828,0.1972,-20.1191,-0.2334,2.9574,0.1618,0.5649,0.6548,0.6031,0.6849,10.0309,91.98,0.0,45.0
36.392,-0.0002169,0.0001916,8.121,-0.0326,-3.2244,-2.9123,-0.0326,-6.346,14.813,255.687,0.95427,0.86322,0.24712,-0.2826,0.2054,-20.4736,-0.1878,3.0276,-0.0022,0.567,0.6701,0.6091,0.706,10.2092,91.98,0.0,45.0
36.396,-0.000217,0.0001915,8.1209,-0.0322,-3.225,-2.9,-0.0322,-6.117,15.006,255.724,0.95652,0.81942,0.24803,-0.2837,0.1987,-20.6466,-0.1516,3.0777,-0.0816,0.5618,0.6932,0.5956,0.7224,10.292,91.98,0.0,45.0
36.4,-0.0002172,0.0001914,8.1208,-0.0317,-3.2254,-2.8876,-0.0317,-5.887,15.186,255.763,0.95957,0.76237,0.24857,-0.2714,0.2028,-20.7585,-0.1065,3.1005,-0.1296,0.5555,0.7197,0.5748,0.7379,10.3516,91.98,0.0,45.0
36.404,-0.0002173,0.0001912,8.1207,-0.0317,-3.2257,-2.8752,-0.0317,-5.656,15.354,255.805,0.96155,0.71216,0.24939,-0.2703,0.1973,-20.4985,-0.0624,3.0835,-0.0004,0.5501,0.6988,0.5819,0.7243,10.2202,91.98,0.0,45.0
36.408,-0.0002174,0.0001911,8.1205,-0.0319,-3.2258,-2.8629,-0.0319,-5.424,15.506,255.849,0.96265,0.6413,0.25049,-0.2762,0.1991,-20.4179,-0.0137,3.0935,0.0435,0.514,0.7201,0.5578,0.7528,10.1788,91.98,0.0,45.0
36.412,-0.0002175,0.000191,8.1204,-0.0319,-3.2256,-2.8504,-0.0319,-5.19,15.64,255.896,0.96492,0.56323,0.2511,-0.2759,0.2029,-20.5328,0.0322,3.1212,-0.0072,0.5182,0.7403,0.5419,0.7589,10.237,91.98,0.0,45.0
36.416,-0.0002176,0.0001909,8.1203,-0.0312,-3.2253,-2.8376,-0.0312,-4.955,15.756,255.945,0.96615,0.48667,0.25161,-0.2819,0.2032,-20.891,0.0738,3.1885,-0.1781,0.5313,0.7525,0.5543,0.7649,10.4118,91.98,0.0,45.0
36.42,-0.0002177,0.0001908,8.1202,-0.0304,-3.2249,-2.8249,-0.0304,-4.72,15.855,255.996,0.96754,0.40951,0.2524,-0.2749,0.2054,-20.9119,0.1174,3.1917,-0.1879,0.5265,0.7488,0.559,0.7712,10.4218,91.97,0.0,45.0
36.424,-0.0002179,0.0001907,8.12,-0.0294,-3.2243,-2.812,-0.0294,-4.483,15.933,256.05,0.96857,0.31918,0.25315,-0.2732,0.1967,-21.064,0.1502,3.2169,-0.2582,0.5143,0.7721,0.5459,0.7923,10.4987,91.97,0.0,45.0
36.428,-0.000218,0.0001906,8.1199,-0.0284,-3.2235,-2.7992,-0.0284,-4.245,15.991,256.106,0.97179,0.23615,0.25374,-0.274,0.2035,-21.0183,0.1992,3.2099,-0.2356,0.5281,0.7609,0.5487,0.7813,10.476,91.97,0.0,45.0
36.432,-0.0002181,0.0001905,8.1198,-0.0278,-3.2225,-2.7864,-0.0278,-4.006,16.031,256.164,0.97469,0.15696,0.25434,-0.2693,0.1981,-20.8518,0.2343,3.1798,-0.1551,0.5276,0.7507,0.5494,0.7709,10.3944,91.97,0.0,45.0
36.436,-0.0002182,0.0001904,8.1197,-0.0269,-3.2214,-2.7736,-0.0269,-3.766,16.054,256.223,0.97599,0.08337,0.2545,-0.2716,0.2067,-21.0219,0.2837,3.199,-0.2396,0.5455,0.7585,0.5566,0.7587,10.4772,91.97,0.0,45.0
36.44,-0.0002183,0.0001903,8.1196,-0.0261,-3.2201,-2.7609,-0.0261,-3.525,16.062,256.284,0.97656,0.01521,0.25544,-0.2696,0.1992,-20.9116,0.3157,3.1747,-0.1879,0.5351,0.7352,0.5747,0.7607,10.4224,91.97,0.0,45.0
36.444,-0.0002184,0.0001902,8.1195,-0.0258,-3.2187,-2.7485,-0.0258,-3.284,16.054,256.345,0.97731,-0.04782,0.25551,-0.2607,0.2021,-20.6763,0.3546,3.1214,-0.0784,0.55,0.7359,0.5591,0.7315,10.3061,91.97,0.0,45.0
36.448,-0.0002186,0.0001901,8.1194,-0.0257,-3.2171,-2.7361,-0.0257,-3.042,16.034,256.407,0.97903,-0.10546,0.256,-0.2654,0.2008,-20.5611,0.392,3.0973,-0.0257,0.5474,0.7165,0.5685,0.7294,10.2472,91.97,0.0,45.0
36.452,-0.0002187,0.00019,8.1193,-0.0259,-3.2154,-2.7238,-0.0259,-2.8,16.0,256.471,0.97975,-0.16065,0.25677,-0.263,0.2021,-20.4012,0.429,3.057,0.0488,0.5395,0.7048,0.5732,0.7247,10.1689,91.97,0.0,45.0
36.456,-0.0002188,0.0001899,8.1192,-0.026,-3.2135,-2.7117,-0.026,-2.558,15.954,256.534,0.98228,-0.21181,0.25751,-0.2594,0.2064,-20.405,0.4695,3.037,0.0399,0.5479,0.6977,0.5756,0.7209,10.1684,91.97,0.0,45.0
36.46,-0.0002189,0.0001898,8.1191,-0.0261,-3.2116,-2.6996,-0.0261,-2.315,15.898,256.599,0.98255,-0.25898,0.25768,-0.258,0.195,-20.4316,0.495,3.0235,0.0224,0.5608,0.7056,0.5747,0.704,10.1807,91.97,0.0,45.0
36.464,-0.000219,0.0001897,8.119,-0.0262,-3.2094,-2.6876,-0.0262,-2.072,15.831,256.663,0.98286,-0.3035,0.25766,-0.2603,0.2015,-20.4224,0.538,3.0023,0.0237,0.5675,0.7055,0.5746,0.6967,10.1771,91.96,0.0,45.0
36.468,-0.0002191,0.0001897,8.1189,-0.026,-3.2071,-2.6756,-0.026,-1.829,15.753,256.727,0.98343,-0.34579,0.25763,-0.2551,0.2033,-20.578,0.577,2.9962,-0.0575,0.5758,0.7071,0.5821,0.6987,10.2547,91.96,0.0,45.0
36.472,-0.0002193,0.0001896,8.1188,-0.0259,-3.2047,-2.6637,-0.0259,-1.586,15.668,256.791,0.98435,-0.38255,0.25792,-0.2625,0.2004,-20.5252,0.6108,2.9732,-0.0354,0.5763,0.6921,0.5926,0.6959,10.2279,91.96,0.0,45.0
36.476,-0.0002194,0.0001895,8.1187,-0.0257,-3.2021,-2.652,-0.0257,-1.343,15.574,256.856,0.98602,-0.41791,0.25783,-0.2519,0.2058,-20.5014,0.6489,2.9339,-0.0319,0.585,0.6949,0.5867,0.6875,10.2161,91.96,0.0,45.0
36.48,-0.0002195,0.0001894,8.1186,-0.0255,-3.1993,-2.6403,-0.0255,-1.1,15.472,256.919,0.98655,-0.45047,0.25825,-0.2551,0.2015,-20.5301,0.6813,2.9154,-0.0503,0.5793,0.6848,0.6014,0.6921,10.2305,91.96,0.0,45.0
36.484,-0.0002196,0.0001893,8.1185,-0.0248,-3.1964,-2.6286,-0.0248,-0.856,15.363,256.983,0.98687,-0.48114,0.25916,-0.2564,0.2051,-20.7668,0.7256,2.9191,-0.1688,0.5806,0.6818,0.62,0.705,10.3497,91.96,0.0,45.0
36.488,-0.0002197,0.0001892,8.1184,-0.0241,-3.1934,-2.6171,-0.0241,-0.613,15.247,257.047,0.98748,-0.50912,0.2593,-0.256,0.2024,-20.7872,0.7587,2.8932,-0.1849,0.5983,0.6915,0.6107,0.6894,10.3595,91.96,0.0,45.0
36.492,-0.0002198,0.0001891,8.1183,-0.024,-3.1903,-2.6058,-0.024,-0.37,15.125,257.11,0.98837,-0.53559,0.25988,-0.2396,0.2027,-20.4669,0.7822,2.8065,-0.0391,0.5836,0.6715,0.6102,0.6849,10.2008,91.96,0.0,45.0
36.496,-0.0002199,0.000189,8.1182,-0.0239,-3.187,-2.5947,-0.0239,-0.128,14.997,257.173,0.98632,-0.56004,0.26088,-0.2524,0.1997,-20.4175,0.8151,2.7832,-0.02,0.5732,0.6639,0.622,0.6842,10.1737,91.96,0.0,45.0
36.5,-0.0002201,0.0001889,8.1181,-0.024,-3.1837,-2.5838,-0.024,0.115,14.863,257.235,0.98694,-0.58361,0.26186,-0.2424,0.1954,-20.3044,0.8395,2.729,0.0273,0.5749,0.6557,0.6162,0.6828,10.1183,91.96,0.0,45.0
36.504,-0.0002202,0.0001888,8.118,-0.0236,-3.1801,-2.5729,-0.0236,0.357,14.725,257.297,0.98646,-0.6045,0.26247,-0.2498,0.1963,-20.5536,0.8835,2.7351,-0.0992,0.591,0.668,0.6222,0.6791,10.2409,91.96,0.0,45.0
36.508,-0.0002203,0.0001887,8.1179,-0.0232,-3.1764,-2.5621,-0.0232,0.598,14.581,257.358,0.98683,-0.62371,0.26238,-0.2481,0.199,-20.5467,0.9195,2.6984,-0.0999,0.6065,0.6767,0.6111,0.6656,10.2398,91.95,0.0,45.0
36.512,-0.0002204,0.0001886,8.1178,-0.023,-3.1727,-2.5515,-0.023,0.84,14.433,257.419,0.98742,-0.64285,0.26265,-0.2424,0.1985,-20.4222,0.9474,2.6444,-0.0473,0.5966,0.6659,0.6136,0.6682,10.1773,91.95,0.0,45.0
36.516,-0.0002205,0.0001885,8.1177,-0.0223,-3.1687,-2.5409,-0.0223,1.081,14.282,257.479,0.987,-0.65821,0.26324,-0.2492,0.2022,-20.6991,0.996,2.6487,-0.1857,0.6035,0.6658,0.6338,0.6758,10.3155,91.95,0.0,45.0
36.52,-0.0002206,0.0001884,8.1176,-0.0218,-3.1646,-2.5305,-0.0218,1.322,14.126,257.538,0.98828,-0.672,0.26362,-0.2429,0.1995,-20.5538,1.0205,2.5909,-0.1221,0.6069,0.6601,0.6258,0.668,10.2435,91.95,0.0,45.0
36.524,-0.0002207,0.0001883,8.1175,-0.0211,-3.1604,-2.5202,-0.0211,1.563,13.968,257.597,0.98891,-0.68625,0.26422,-0.248,0.2,-20.6285,1.0587,2.5689,-0.1638,0.6039,0.6603,0.6319,0.6738,10.2799,91.95,0.0,45.0
36.528,-0.0002209,0.0001883,8.1175,-0.0204,-3.156,-2.5102,-0.0204,1.804,13.806,257.655,0.98911,-0.69933,0.26448,-0.2382,0.2019,-20.6362,1.0925,2.5238,-0.1754,0.6111,0.6653,0.6287,0.6658,10.2838,91.95,0.0,45.0
36.532,-0.000221,0.0001882,8.1174,-0.0199,-3.1515,-2.5002,-0.0199,2.044,13.641,257.712,0.98856,-0.71382,0.26411,-0.2471,0.2031,-20.5539,1.1256,2.4859,-0.1387,0.6165,0.6768,0.6141,0.6533,10.2427,91.95,0.0,45.0
36.536,-0.0002211,0.0001881,8.1173,-0.0193,-3.1469,-2.4905,-0.0193,2.284,13.472,257.768,0.98986,-0.72589,0.26373,-0.2365,0.1985,-20.5495,1.152,2.4389,-0.1432,0.6225,0.6709,0.6149,0.6523,10.242,91.95,0.0,45.0
36.54,-0.0002212,0.000188,8.1172,-0.0184,-3.1421,-2.4807,-0.0184,2.524,13.301,257.823,0.98924,-0.73605,0.26373,-0.2469,0.2016,-20.7022,1.1976,2.4273,-0.2216,0.6204,0.6693,0.631,0.6585,10.3168,91.95,0.0,45.0
36.544,-0.0002213,0.0001879,8.1172,-0.0173,-3.1372,-2.4712,-0.0173,2.763,13.128,257.878,0.98967,-0.74622,0.26464,-0.2371,0.1937,-20.793,1.2256,2.3909,-0.2729,0.609,0.6546,0.6484,0.6787,10.3627,91.95,0.0,45.0
36.548,-0.0002214,0.0001878,8.1171,-0.0159,-3.1321,-2.4617,-0.0159,3.002,12.952,257.931,0.98986,-0.75588,0.26478,-0.2355,0.1992,-20.9208,1.2706,2.3625,-0.3399,0.6267,0.6717,0.6402,0.6681,10.4269,91.95,0.0,45.0
36.552,-0.0002215,0.0001877,8.117,-0.015,-3.1269,-2.4525,-0.015,3.24,12.773,257.984,0.98788,-0.7648,0.26439,-0.2316,0.201,-20.7055,1.2942,2.2969,-0.2406,0.6274,0.6761,0.6282,0.6481,10.3194,91.95,0.0,45.0
36.556,-0.0002216,0.0001876,8.117,-0.0142,-3.1216,-2.4435,-0.0142,3.478,12.593,258.036,0.98839,-0.77365,0.26516,-0.2363,0.2,-20.6249,1.3233,2.254,-0.2047,0.6081,0.6501,0.6426,0.6691,10.2794,91.94,0.0,45.0
