timestamp,lat,lon,alt,climb_rate,vn,ve,vup,roll_deg,pitch_deg,yaw_deg,p_rads,q_rads,r_rads,ax_body,ay_body,az_body,ax_world,ay_world,az_world,u1_pwm,u2_pwm,u3_pwm,u4_pwm,thrust_total_N,battery_pct,wind_speed_mps,wind_heading_deg
0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1e-05,-3e-05,0.0,0.002,0.0005,0.0008,0.002,0.0005,9.8108,0.0,0.0,0.0,0.0,0.0,100.0,0.0,45.0
0.008,-0.0,0.0,0.0,0.012,-0.0,0.0,0.012,0.002,-0.001,360.0,0.00681,-0.0046,-0.00015,-0.004,0.0018,-25.6213,-0.0038,0.0021,-3.0013,0.8061,0.8005,0.7828,0.8131,12.81,100.0,0.0,45.0
0.012,0.0,0.0,0.0001,0.024,0.0,0.0,0.024,0.002,-0.003,360.0,0.0035,-0.01015,-0.00053,0.0036,-0.0024,-25.6195,0.0044,-0.0018,-2.9995,0.7956,0.8187,0.7912,0.7971,12.81,100.0,0.0,45.0
0.016,0.0,0.0,0.0003,0.036,0.0,0.0,0.036,0.004,-0.007,360.0,0.00799,-0.0137,-0.00054,0.0027,0.0019,-25.6184,0.0042,0.0028,-2.9984,0.8022,0.7997,0.7898,0.8108,12.81,100.0,0.0,45.0
0.02,0.0,0.0,0.0005,0.048,0.0,0.0,0.048,0.005,-0.009,360.0,0.00188,-0.01086,-0.00047,0.0007,0.0023,-25.6178,0.0028,0.0033,-2.9978,0.795,0.8038,0.8138,0.7899,12.81,100.0,0.0,45.0
0.024,0.0,0.0,0.0007,0.06,0.0,0.0,0.06,0.002,-0.011,360.0,-0.00995,-0.009,-0.00041,-0.0001,-0.0016,-25.6163,0.0024,-0.0011,-2.9963,0.7863,0.8126,0.8199,0.7837,12.81,99.99,0.0,45.0
0.028,0.0,0.0,0.001,0.0719,0.0001,0.0,0.0719,0.001,-0.011,360.0,-0.00538,0.00185,3e-05,-0.001,0.0028,-25.614,0.0013,0.003,-2.994,0.8134,0.7727,0.8166,0.7998,12.81,99.99,0.0,45.0
0.032,0.0,0.0,0.0013,0.0839,0.0001,0.0,0.0839,0.0,-0.012,360.0,-0.00376,-0.00373,8e-05,0.0072,0.0024,-25.6156,0.0098,0.0025,-2.9955,0.7947,0.8049,0.7922,0.8107,12.81,99.99,0.0,45.0
0.036,0.0,0.0,0.0017,0.0959,0.0001,0.0001,0.0959,-0.0,-0.012,360.0,-0.00111,-0.00146,0.00039,-0.0001,0.0018,-25.6138,0.0026,0.0018,-2.9938,0.8016,0.7886,0.8057,0.8066,12.81,99.99,0.0,45.0
0.04,0.0,0.0,0.0022,0.1079,0.0001,0.0001,0.1079,-0.0,-0.014,360.0,-0.001,-0.00826,-0.00026,0.0015,0.0021,-25.6156,0.0046,0.0021,-2.9956,0.8031,0.8208,0.7803,0.7984,12.81,99.99,0.0,45.0
0.044,0.0,0.0,0.0026,0.1199,0.0001,0.0001,0.1199,-0.0,-0.015,359.999,0.00063,-0.00479,-0.0007,-0.0009,0.0014,-25.6133,0.0024,0.0013,-2.9933,0.815,0.8016,0.7954,0.7905,12.81,99.99,0.0,45.0
0.048,0.0,0.0,0.0032,0.1318,0.0001,0.0001,0.1318,0.001,-0.015,359.999,0.00268,-0.00239,-0.00084,0.0001,0.0001,-25.6081,0.0036,0.0002,-2.9881,0.8089,0.7971,0.7987,0.7977,12.81,99.99,0.0,45.0
0.052,0.0,0.0,0.0037,0.1438,0.0001,0.0001,0.1438,0.001,-0.017,359.999,0.00081,-0.00508,-0.00121,-0.0042,0.0006,-25.6128,-0.0005,0.0007,-2.9928,0.8009,0.8132,0.793,0.7954,12.81,99.99,0.0,45.0
0.056,0.0,0.0,0.0044,0.1557,0.0002,0.0001,0.1557,0.001,-0.018,359.999,0.00104,-0.00697,-0.00107,0.0002,0.0003,-25.6095,0.0042,0.0005,-2.9895,0.7961,0.8005,0.8002,0.8057,12.81,99.99,0.0,45.0
0.06,0.0,0.0,0.005,0.1677,0.0002,0.0001,0.1677,-0.0,-0.019,359.998,-0.00458,-0.00349,-0.00123,0.0017,0.0033,-25.6097,0.006,0.0032,-2.9897,0.8004,0.8062,0.8102,0.7858,12.81,99.99,0.0,45.0
0.064,0.0,0.0,0.0058,0.1797,0.0002,0.0001,0.1797,-0.001,-0.019,359.998,-0.00311,0.00065,-0.00141,0.0011,0.0023,-25.6097,0.0053,0.0021,-2.9897,0.8112,0.7964,0.8011,0.7938,12.81,99.98,0.0,45.0
0.068,0.0,0.0,0.0065,0.1916,0.0002,0.0001,0.1916,-0.002,-0.019,359.998,-0.00453,-0.00151,-0.00167,-0.0011,-0.0013,-25.6085,0.0031,-0.0017,-2.9885,0.8004,0.8099,0.795,0.7971,12.81,99.98,0.0,45.0
0.072,0.0,0.0,0.0073,0.2036,0.0002,0.0001,0.2036,-0.003,-0.019,359.997,-0.00488,0.00079,-0.00126,0.0003,-0.0005,-25.6108,0.0045,-0.0012,-2.9908,0.7961,0.7909,0.8112,0.8042,12.81,99.98,0.0,45.0
0.076,0.0,0.0,0.0082,0.2155,0.0002,0.0001,0.2155,-0.004,-0.02,359.997,-0.00604,-0.00526,-0.00091,-0.0034,-0.0013,-25.6082,0.0012,-0.0023,-2.9882,0.7849,0.8042,0.8001,0.8133,12.81,99.98,0.0,45.0
0.08,0.0,0.0,0.0091,0.2275,0.0003,0.0001,0.2275,-0.007,-0.022,359.997,-0.01233,-0.00705,-0.00048,0.005,-0.0033,-25.6051,0.0099,-0.0049,-2.9851,0.7826,0.8035,0.8142,0.8022,12.81,99.98,0.0,45.0
0.084,0.0,0.0,0.0101,0.2394,0.0003,0.0,0.2394,-0.01,-0.022,359.997,-0.01189,-0.00065,5e-05,-0.0035,0.0017,-25.6062,0.0014,-0.0005,-2.9862,0.8003,0.7825,0.8177,0.802,12.81,99.98,0.0,45.0
0.088,0.0,0.0,0.0111,0.2514,0.0003,0.0,0.2514,-0.012,-0.023,359.997,-0.00738,-0.00668,0.00054,-0.0038,0.0015,-25.605,0.0014,-0.0011,-2.985,0.7901,0.7944,0.7949,0.823,12.81,99.98,0.0,45.0
0.092,0.0,0.0,0.0121,0.2633,0.0003,0.0001,0.2633,-0.013,-0.025,359.997,-0.00611,-0.00519,0.00027,0.002,0.0055,-25.6049,0.0075,0.0026,-2.9849,0.8089,0.8018,0.7964,0.7954,12.81,99.98,0.0,45.0
0.096,0.0,0.0,0.0132,0.2752,0.0004,0.0,0.2752,-0.015,-0.025,359.997,-0.00677,-0.00238,0.00061,0.005,-0.0011,-25.6037,0.0106,-0.0044,-2.9837,0.7976,0.7916,0.8114,0.8019,12.81,99.98,0.0,45.0
0.1,0.0,0.0,0.0144,0.2872,0.0004,0.0,0.2872,-0.017,-0.027,359.998,-0.01078,-0.00784,0.0014,0.0011,0.0016,-25.6039,0.0071,-0.0022,-2.9839,0.7744,0.7995,0.8124,0.8161,12.81,99.98,0.0,45.0
0.104,0.0,0.0,0.0156,0.2991,0.0004,0.0,0.2991,-0.019,-0.029,359.998,-0.00713,-0.01059,0.00137,-0.0032,0.0018,-25.6034,0.0033,-0.0024,-2.9834,0.8021,0.8,0.7916,0.8087,12.81,99.97,0.0,45.0
0.108,0.0,0.0,0.0168,0.311,0.0004,0.0,0.311,-0.02,-0.033,359.998,-0.00659,-0.01474,0.00088,-0.001,0.0004,-25.6016,0.0063,-0.0041,-2.9816,0.8044,0.814,0.7858,0.7983,12.81,99.97,0.0,45.0
0.112,0.0,0.0,0.0181,0.3229,0.0005,-0.0,0.3229,-0.02,-0.036,359.998,-0.00086,-0.01188,0.00055,0.0019,-0.0003,-25.6001,0.0098,-0.0048,-2.9801,0.8178,0.7949,0.7911,0.7986,12.81,99.97,0.0,45.0
0.116,0.0,0.0,0.0194,0.3349,0.0005,-0.0,0.3349,-0.019,-0.039,359.998,0.00501,-0.01533,0.0002,0.0008,-0.0039,-25.5993,0.0095,-0.0082,-2.9793,0.81,0.8033,0.7822,0.8071,12.81,99.97,0.0,45.0
0.12,0.0,0.0,0.0208,0.3468,0.0006,-0.0001,0.3468,-0.017,-0.043,359.999,0.00958,-0.01661,0.00069,0.0028,0.0003,-25.6009,0.0123,-0.0035,-2.9809,0.7966,0.7878,0.8014,0.8167,12.81,99.97,0.0,45.0
0.124,0.0,0.0,0.0223,0.3587,0.0006,-0.0001,0.3587,-0.017,-0.045,359.999,0.00101,-0.00804,0.00038,-0.0024,0.0004,-25.5997,0.0075,-0.0033,-2.9797,0.8058,0.8059,0.8181,0.7727,12.81,99.97,0.0,45.0
0.128,0.0,0.0,0.0237,0.3706,0.0006,-0.0001,0.3706,-0.016,-0.046,359.999,0.00543,-0.00508,0.00046,-0.0032,-0.0024,-25.5971,0.0071,-0.0059,-2.9771,0.8092,0.7896,0.7998,0.804,12.81,99.97,0.0,45.0
0.132,0.0,0.0,0.0253,0.3825,0.0007,-0.0001,0.3825,-0.016,-0.048,359.999,-0.00295,-0.01028,0.00038,-0.0015,0.0016,-25.5976,0.0092,-0.002,-2.9776,0.7839,0.8201,0.8035,0.7951,12.81,99.97,0.0,45.0
0.136,0.0,0.0,0.0269,0.3944,0.0007,-0.0001,0.3944,-0.018,-0.051,359.999,-0.00826,-0.01003,0.00034,0.0015,-0.0022,-25.5969,0.0127,-0.0063,-2.9769,0.7947,0.8079,0.8073,0.7926,12.81,99.97,0.0,45.0
0.14,0.0,0.0,0.0285,0.4063,0.0007,-0.0002,0.4063,-0.02,-0.053,359.999,-0.00648,-0.00959,0.00028,-0.0033,-0.0006,-25.5964,0.0085,-0.0049,-2.9764,0.8044,0.7987,0.7978,0.8016,12.81,99.96,0.0,45.0
0.144,0.0,0.0,0.0302,0.4182,0.0008,-0.0002,0.4182,-0.021,-0.054,359.999,-0.00627,-0.00753,0.0004,-0.0035,0.0009,-25.5953,0.0086,-0.0038,-2.9753,0.8016,0.7958,0.8049,0.8002,12.81,99.96,0.0,45.0
0.148,0.0,0.0,0.0319,0.4302,0.0008,-0.0002,0.4302,-0.024,-0.057,359.999,-0.01257,-0.01082,0.00101,0.002,0.0001,-25.5988,0.0147,-0.0053,-2.9788,0.7773,0.8026,0.8153,0.8073,12.81,99.96,0.0,45.0
0.152,0.0,-0.0,0.0336,0.442,0.0009,-0.0002,0.442,-0.027,-0.062,360.0,-0.01415,-0.02094,0.00185,0.0023,-0.0014,-25.5912,0.0161,-0.0074,-2.9712,0.7706,0.8014,0.804,0.8266,12.81,99.96,0.0,45.0
0.156,0.0,-0.0,0.0355,0.4539,0.0009,-0.0002,0.4539,-0.028,-0.066,0.0,-0.00319,-0.01689,0.00256,-0.003,0.0002,-25.5906,0.0116,-0.006,-2.9706,0.8082,0.7686,0.8036,0.8221,12.81,99.96,0.0,45.0
0.16,0.0,-0.0,0.0373,0.4658,0.001,-0.0003,0.4658,-0.028,-0.069,0.001,0.00058,-0.01427,0.0027,0.0002,0.0008,-25.5901,0.0156,-0.0054,-2.9701,0.8066,0.7897,0.8016,0.8046,12.81,99.96,0.0,45.0
0.164,0.0,-0.0,0.0392,0.4777,0.0011,-0.0003,0.4777,-0.028,-0.072,0.002,0.00032,-0.01455,0.00281,0.0033,-0.0045,-25.5901,0.0194,-0.0107,-2.9701,0.7981,0.7991,0.8026,0.8027,12.81,99.96,0.0,45.0
0.168,0.0,-0.0,0.0412,0.4896,0.0011,-0.0003,0.4896,-0.027,-0.075,0.002,0.00342,-0.01215,0.00366,-0.0046,-0.0024,-25.5927,0.0122,-0.0084,-2.9727,0.7932,0.7787,0.8142,0.8164,12.81,99.96,0.0,45.0
0.172,0.0,-0.0,0.0432,0.5015,0.0012,-0.0004,0.5015,-0.026,-0.076,0.004,0.00602,-0.00603,0.00454,0.0009,-0.001,-25.592,0.018,-0.0067,-2.972,0.7969,0.7737,0.8206,0.8113,12.81,99.96,0.0,45.0
0.176,0.0,-0.0,0.0452,0.5133,0.0013,-0.0004,0.5133,-0.026,-0.079,0.005,-0.00157,-0.00956,0.00516,-0.0015,0.0043,-25.5888,0.016,-0.0015,-2.9688,0.775,0.8048,0.8168,0.8059,12.81,99.96,0.0,45.0
0.18,0.0,-0.0,0.0474,0.5252,0.0014,-0.0004,0.5252,-0.026,-0.081,0.006,0.00063,-0.00913,0.00535,0.0042,0.0033,-25.5899,0.0222,-0.0024,-2.9698,0.8008,0.7938,0.8019,0.8061,12.81,99.95,0.0,45.0
0.184,0.0,-0.0,0.0495,0.5371,0.0014,-0.0004,0.5371,-0.024,-0.082,0.007,0.00777,-0.00749,0.0058,0.0012,-0.0038,-25.5887,0.0196,-0.0091,-2.9687,0.8046,0.7811,0.801,0.8158,12.81,99.95,0.0,45.0
0.188,0.0,-0.0,0.0517,0.549,0.0015,-0.0004,0.549,-0.021,-0.081,0.009,0.01104,0.0048,0.00614,-0.0012,0.0017,-25.5882,0.017,-0.0031,-2.9682,0.8152,0.7741,0.8186,0.7946,12.81,99.95,0.0,45.0
0.192,0.0,-0.0,0.0539,0.5608,0.0016,-0.0004,0.5608,-0.019,-0.079,0.01,0.01149,0.00834,0.00583,0.0005,0.0018,-25.5842,0.0182,-0.0024,-2.9642,0.8114,0.8008,0.7993,0.791,12.81,99.95,0.0,45.0
0.196,0.0,-0.0,0.0562,0.5727,0.0017,-0.0004,0.5727,-0.015,-0.08,0.011,0.01787,-0.00136,0.00605,0.0028,0.0048,-25.5855,0.0206,0.0015,-2.9655,0.7924,0.8013,0.7833,0.8255,12.81,99.95,0.0,45.0
0.2,0.0,-0.0,0.0586,0.5845,0.0017,-0.0004,0.5845,-0.012,-0.08,0.013,0.0135,-0.00154,0.00713,0.0024,0.0019,-25.5844,0.0202,-0.0007,-2.9644,0.7757,0.7878,0.8252,0.8138,12.81,99.95,0.0,45.0
0.204,0.0,-0.0,0.061,0.5964,0.0018,-0.0004,0.5964,-0.009,-0.081,0.015,0.01033,-0.00305,0.00815,-0.0026,0.0014,-25.5779,0.0154,-0.0006,-2.9579,0.7766,0.7893,0.8205,0.8161,12.81,99.95,0.0,45.0
0.208,0.0,-0.0,0.0634,0.6082,0.0019,-0.0004,0.6082,-0.005,-0.079,0.017,0.01868,0.00786,0.0086,0.0016,0.0014,-25.5803,0.0192,0.0003,-2.9603,0.8184,0.7673,0.8119,0.8049,12.81,99.95,0.0,45.0
0.212,0.0,-0.0,0.0659,0.6201,0.002,-0.0004,0.6201,-0.002,-0.078,0.019,0.01462,0.00545,0.00917,0.0024,0.0002,-25.5802,0.0197,-0.0002,-2.9601,0.7822,0.7992,0.8128,0.8083,12.81,99.95,0.0,45.0
0.216,0.0,-0.0,0.0684,0.6319,0.002,-0.0005,0.6319,0.002,-0.077,0.021,0.0164,0.00387,0.01022,-0.0016,-0.0034,-25.5784,0.0155,-0.0029,-2.9584,0.7828,0.7822,0.8142,0.8234,12.81,99.95,0.0,45.0
0.22,0.0,-0.0,0.071,0.6437,0.0021,-0.0004,0.6437,0.004,-0.075,0.024,0.00941,0.00559,0.01106,-0.0022,0.0005,-25.5774,0.0147,0.0015,-2.9574,0.779,0.7931,0.8267,0.8037,12.81,99.94,0.0,45.0
0.224,0.0,-0.0,0.0736,0.6555,0.0021,-0.0005,0.6555,0.005,-0.076,0.026,0.00514,-0.00031,0.01144,0.0002,-0.0029,-25.5784,0.0171,-0.0017,-2.9584,0.7805,0.8073,0.8051,0.8096,12.81,99.94,0.0,45.0
0.228,0.0,-0.0,0.0763,0.6674,0.0022,-0.0004,0.6674,0.008,-0.074,0.029,0.01124,0.00515,0.01223,-0.0017,0.0018,-25.5786,0.0149,0.0036,-2.9586,0.8022,0.7718,0.8134,0.8151,12.81,99.94,0.0,45.0
0.232,0.0,-0.0,0.079,0.6792,0.0023,-0.0004,0.6792,0.013,-0.073,0.032,0.02087,0.00713,0.01295,0.0037,-0.0021,-25.5786,0.0199,0.0007,-2.9586,0.8036,0.7725,0.8031,0.8233,12.81,99.94,0.0,45.0
0.236,0.0,-0.0,0.0817,0.691,0.0023,-0.0004,0.691,0.018,-0.07,0.035,0.02366,0.01146,0.013,-0.0003,-0.0006,-25.5766,0.0153,0.0034,-2.9566,0.8092,0.7903,0.8035,0.7995,12.81,99.94,0.0,45.0
0.24,0.0,-0.0,0.0846,0.7029,0.0024,-0.0004,0.7029,0.023,-0.068,0.038,0.01976,0.00767,0.01278,0.0029,0.0018,-25.5773,0.0181,0.0069,-2.9573,0.7943,0.8146,0.7971,0.7965,12.81,99.94,0.0,45.0
0.244,0.0,-0.0,0.0874,0.7147,0.0025,-0.0004,0.7147,0.027,-0.066,0.041,0.01656,0.0117,0.01281,0.0011,0.0023,-25.5735,0.0157,0.0082,-2.9535,0.8011,0.799,0.8109,0.7915,12.81,99.94,0.0,45.0
0.248,0.0,-0.0,0.0903,0.7265,0.0025,-0.0003,0.7265,0.031,-0.064,0.044,0.01834,0.0067,0.01287,0.0006,-0.0015,-25.5735,0.0149,0.0053,-2.9535,0.7955,0.8039,0.7925,0.8105,12.81,99.94,0.0,45.0
0.252,0.0,-0.0,0.0933,0.7383,0.0026,-0.0003,0.7383,0.034,-0.063,0.047,0.01563,0.00349,0.01287,-0.0001,-0.0005,-25.5749,0.014,0.0072,-2.9549,0.7928,0.8085,0.7999,0.8013,12.81,99.94,0.0,45.0
0.256,0.0,-0.0,0.0963,0.7501,0.0026,-0.0003,0.7501,0.039,-0.062,0.05,0.02016,0.00454,0.01365,-0.0002,0.0006,-25.5733,0.0137,0.0092,-2.9533,0.7944,0.7796,0.8097,0.8189,12.81,99.94,0.0,45.0
0.26,0.0,-0.0,0.0993,0.7619,0.0027,-0.0002,0.7619,0.043,-0.062,0.053,0.01632,0.0023,0.01431,0.0005,0.0013,-25.5737,0.0143,0.0108,-2.9537,0.7811,0.7973,0.8142,0.8099,12.81,99.93,0.0,45.0
0.264,0.0,-0.0,0.1024,0.7738,0.0028,-0.0002,0.7738,0.046,-0.06,0.057,0.01414,0.0056,0.0152,0.0008,-0.0005,-25.5712,0.0143,0.0097,-2.9512,0.7867,0.7837,0.8233,0.8088,12.81,99.93,0.0,45.0
0.268,0.0,-0.0,0.1056,0.7855,0.0028,-0.0002,0.7855,0.051,-0.059,0.06,0.02141,0.00461,0.01541,-0.0013,-0.0019,-25.5679,0.0119,0.0095,-2.9479,0.8052,0.7885,0.7933,0.8154,12.81,99.93,0.0,45.0
0.272,0.0,-0.0,0.1087,0.7973,0.0029,-0.0001,0.7973,0.055,-0.06,0.064,0.0203,-0.00304,0.01599,-0.0027,0.002,-25.57,0.0107,0.0144,-2.95,0.7788,0.8023,0.802,0.8194,12.81,99.93,0.0,45.0
0.276,0.0,-0.0,0.112,0.8091,0.0029,-0.0,0.8091,0.059,-0.062,0.068,0.01752,-0.00604,0.01604,0.0005,0.002,-25.5702,0.0141,0.0153,-2.9501,0.792,0.8075,0.8013,0.8017,12.81,99.93,0.0,45.0
0.28,0.0,-0.0,0.1153,0.8209,0.0029,-0.0,0.8209,0.064,-0.062,0.071,0.0181,-0.00204,0.01602,-0.0041,-0.0088,-25.5655,0.0097,0.0053,-2.9455,0.8071,0.7947,0.8045,0.7961,12.81,99.93,0.0,45.0
0.284,0.0,-0.0,0.1186,0.8327,0.003,0.0,0.8327,0.068,-0.062,0.075,0.02082,-0.0017,0.01577,-0.0021,-0.001,-25.5705,0.0118,0.0142,-2.9504,0.8091,0.8011,0.7929,0.7994,12.81,99.93,0.0,45.0
0.288,0.0,-0.0,0.122,0.8445,0.003,0.0001,0.8445,0.075,-0.063,0.079,0.02693,-0.002,0.01591,-0.0029,0.0061,-25.5686,0.011,0.0227,-2.9486,0.8055,0.7906,0.7948,0.8116,12.81,99.93,0.0,45.0
0.292,0.0,-0.0,0.1254,0.8563,0.0031,0.0002,0.8563,0.078,-0.063,0.082,0.01501,0.00139,0.01593,0.0003,0.0049,-25.5647,0.0142,0.0222,-2.9446,0.7889,0.8118,0.8214,0.7805,12.81,99.93,0.0,45.0
0.296,0.0,-0.0,0.1289,0.8681,0.0031,0.0003,0.8681,0.082,-0.062,0.086,0.01663,0.00366,0.01599,-0.0026,0.0017,-25.5666,0.0111,0.0199,-2.9465,0.8047,0.7946,0.8024,0.8008,12.81,99.92,0.0,45.0
0.3,0.0,-0.0,0.1324,0.8799,0.0032,0.0004,0.8799,0.086,-0.062,0.09,0.01876,0.00091,0.01621,0.0016,-0.0017,-25.5617,0.0153,0.0175,-2.9417,0.7961,0.7976,0.798,0.8109,12.81,99.92,0.0,45.0
0.304,0.0,-0.0,0.136,0.8916,0.0033,0.0005,0.8916,0.091,-0.062,0.093,0.02217,-0.00016,0.01622,-0.0001,0.0043,-25.5619,0.0136,0.0246,-2.9419,0.8033,0.7973,0.7951,0.8068,12.81,99.92,0.0,45.0
0.308,0.0,-0.0,0.1396,0.9034,0.0033,0.0006,0.9034,0.096,-0.062,0.097,0.0218,-0.00341,0.01571,0.0012,0.0021,-25.5643,0.0151,0.0235,-2.9443,0.8047,0.8144,0.788,0.7954,12.81,99.92,0.0,45.0
0.312,0.0,-0.0,0.1432,0.9152,0.0034,0.0007,0.9152,0.101,-0.062,0.101,0.02272,-0.00025,0.01562,0.0006,0.0009,-25.5603,0.0145,0.0235,-2.9402,0.8076,0.7967,0.8021,0.7961,12.81,99.92,0.0,45.0
0.316,0.0,-0.0,0.1469,0.9269,0.0034,0.0007,0.9269,0.105,-0.063,0.104,0.01713,-0.00084,0.01508,-0.0022,-0.0028,-25.5605,0.0116,0.0206,-2.9404,0.8019,0.8182,0.7977,0.7847,12.81,99.92,0.0,45.0
0.32,0.0,-0.0,0.1507,0.9387,0.0035,0.0009,0.9387,0.109,-0.061,0.108,0.01597,0.00555,0.01521,-0.0009,0.0058,-25.5616,0.0127,0.0301,-2.9416,0.8051,0.7915,0.8131,0.7928,12.81,99.92,0.0,45.0
0.324,0.0,-0.0,0.1545,0.9504,0.0035,0.001,0.9504,0.112,-0.059,0.111,0.01467,0.01121,0.01467,0.0011,-0.0024,-25.5597,0.0141,0.0226,-2.9397,0.816,0.8042,0.8003,0.7819,12.81,99.92,0.0,45.0
0.328,0.0,-0.0,0.1583,0.9622,0.0036,0.0011,0.9622,0.115,-0.057,0.114,0.01134,0.00635,0.01428,0.0009,0.0035,-25.5587,0.0136,0.0291,-2.9386,0.7965,0.8184,0.7919,0.7957,12.81,99.92,0.0,45.0
0.332,0.0,-0.0,0.1622,0.974,0.0036,0.0012,0.974,0.118,-0.055,0.117,0.01186,0.00881,0.01366,0.002,0.0027,-25.5571,0.0142,0.0289,-2.937,0.8152,0.8074,0.7926,0.7873,12.81,99.92,0.0,45.0
0.336,0.0,-0.0,0.1662,0.9857,0.0037,0.0013,0.9857,0.121,-0.054,0.12,0.01489,0.00783,0.01306,-0.0055,0.0014,-25.5564,0.0064,0.0283,-2.9363,0.8135,0.8084,0.7849,0.7957,12.81,99.91,0.0,45.0
0.34,0.0,-0.0,0.1702,0.9974,0.0037,0.0014,0.9974,0.123,-0.051,0.123,0.00966,0.01092,0.013,0.0018,0.0005,-25.5567,0.0131,0.0279,-2.9367,0.799,0.8046,0.8105,0.7884,12.81,99.91,0.0,45.0
0.344,0.0,0.0,0.1742,1.0092,0.0038,0.0015,1.0092,0.125,-0.048,0.126,0.00894,0.01198,0.01207,0.0028,0.0011,-25.5528,0.0135,0.029,-2.9327,0.8172,0.8162,0.787,0.7821,12.81,99.91,0.0,45.0
0.348,0.0,0.0,0.1783,1.0209,0.0038,0.0017,1.0209,0.128,-0.044,0.129,0.01165,0.01773,0.01152,0.0025,0.0035,-25.5529,0.0123,0.0319,-2.9329,0.8214,0.799,0.7952,0.7869,12.81,99.91,0.0,45.0
0.352,0.0,0.0,0.1824,1.0327,0.0039,0.0018,1.0327,0.131,-0.039,0.131,0.01375,0.02165,0.01192,0.0035,-0.0044,-25.5562,0.0122,0.0248,-2.9362,0.8018,0.7854,0.81,0.8052,12.81,99.91,0.0,45.0
0.356,0.0,0.0,0.1866,1.0444,0.0039,0.0019,1.0444,0.133,-0.035,0.134,0.0087,0.01956,0.01179,0.0007,0.0035,-25.5505,0.0084,0.0331,-2.9305,0.7934,0.8125,0.8024,0.7943,12.81,99.91,0.0,45.0
0.36,0.0,0.0,0.1908,1.0561,0.0039,0.002,1.0561,0.134,-0.03,0.137,0.00614,0.02292,0.01108,-0.001,-0.0022,-25.5527,0.0055,0.0277,-2.9327,0.8142,0.8119,0.796,0.7804,12.81,99.91,0.0,45.0
0.364,0.0,0.0,0.1951,1.0678,0.0039,0.0021,1.0678,0.137,-0.022,0.139,0.00924,0.03381,0.01133,-0.0022,-0.0001,-25.5515,0.0025,0.0302,-2.9314,0.8146,0.7776,0.8154,0.7949,12.81,99.91,0.0,45.0
0.368,0.0,0.0,0.1994,1.0796,0.004,0.0022,1.0796,0.137,-0.013,0.142,0.00013,0.04008,0.01177,0.0025,-0.0039,-25.5511,0.0053,0.0265,-2.931,0.7895,0.7967,0.8285,0.7878,12.81,99.91,0.0,45.0
0.372,0.0,0.0,0.2038,1.0913,0.004,0.0023,1.0913,0.136,-0.004,0.145,-0.00357,0.03814,0.0119,0.0042,0.0007,-25.5483,0.005,0.0309,-2.9283,0.7911,0.8058,0.8053,0.8004,12.81,99.91,0.0,45.0
0.376,0.0,0.0,0.2082,1.103,0.004,0.0025,1.103,0.136,0.006,0.148,0.00279,0.0413,0.01226,-0.0014,-0.0034,-25.5476,-0.0027,0.0269,-2.9276,0.807,0.7817,0.8025,0.8113,12.81,99.9,0.0,45.0
0.38,0.0,0.0,0.2127,1.1147,0.004,0.0026,1.1147,0.136,0.013,0.151,-0.0014,0.03239,0.01263,0.003,-0.0005,-25.5515,0.0,0.0298,-2.9315,0.7769,0.8114,0.8009,0.8133,12.81,99.9,0.0,45.0
0.384,0.0,0.0,0.2172,1.1264,0.0039,0.0027,1.1264,0.136,0.02,0.153,-0.00253,0.02978,0.01261,-0.0003,-0.0016,-25.5449,-0.0048,0.0285,-2.9248,0.7961,0.8059,0.7983,0.8023,12.81,99.9,0.0,45.0
0.388,0.0,0.0,0.2217,1.1381,0.0039,0.0028,1.1381,0.135,0.027,0.156,-0.00315,0.02925,0.01261,-0.0051,-0.0007,-25.5451,-0.0111,0.0292,-2.925,0.799,0.8022,0.8006,0.8007,12.81,99.9,0.0,45.0
0.392,0.0,0.0,0.2263,1.1498,0.0039,0.0029,1.1498,0.133,0.033,0.159,-0.00661,0.0268,0.01294,-0.0006,-0.0042,-25.5476,-0.0079,0.0254,-2.9275,0.7871,0.8026,0.8076,0.8052,12.81,99.9,0.0,45.0
0.396,0.0,0.0,0.231,1.1615,0.0038,0.003,1.1615,0.133,0.038,0.162,-0.00105,0.02141,0.01335,-0.0016,-0.0022,-25.5427,-0.0101,0.0274,-2.9227,0.7939,0.7934,0.793,0.8222,12.81,99.9,0.0,45.0
0.4,0.0,0.0,0.2356,1.1732,0.0038,0.0031,1.1732,0.132,0.043,0.165,-0.00345,0.02395,0.01325,-0.0021,-0.001,-25.544,-0.0118,0.0283,-2.924,0.8025,0.8021,0.8054,0.7925,12.81,99.9,0.0,45.0
0.404,0.0,0.0,0.2404,1.1849,0.0037,0.0032,1.1849,0.13,0.048,0.168,-0.0086,0.02041,0.01238,0.0025,-0.0015,-25.542,-0.0082,0.0274,-2.922,0.8044,0.8272,0.7876,0.7833,12.81,99.9,0.0,45.0
0.408,0.0,0.0,0.2452,1.1966,0.0037,0.0033,1.1966,0.127,0.052,0.171,-0.0131,0.01775,0.01232,-0.0015,-0.0017,-25.5439,-0.013,0.0265,-2.9239,0.7921,0.8111,0.802,0.7973,12.81,99.9,0.0,45.0
